
"Main coords (x,y,z)"
0.7679134,0.056256,0.0
0.7572569213234202,0.05836254301729073,0.0
0.7466004426468404,0.06046908603458145,0.0
0.7359359131357572,0.06253397916349915,0.0
0.7252620424748306,0.06455054713455911,0.0
0.714588171813904,0.06656711510561909,0.0
0.7038964722764646,0.06848643069049164,0.0
0.6932013988673179,0.07038734258772983,0.0
0.6825029745916575,0.07226868916100175,0.0
0.6717848688240847,0.07403511776788538,0.0
0.6610667630565118,0.075801546374769,0.0
0.6503398013829333,0.07751188890085751,0.0
0.6395988777965562,0.07913380806644607,0.0
0.6288579542101791,0.08075572723203463,0.0
0.6181039798873313,0.08228673512636507,0.0
0.60734054864963,0.08375186626703884,0.0
0.5965771174119288,0.08521699740771263,0.0
0.5857978646659633,0.08655867355631842,0.0
0.5750128143578829,0.08785511141455478,0.0
0.5642277640498023,0.08915154927279113,0.0
0.5534256087942212,0.09029500579686138,0.0
0.5426205587036013,0.09141257181607065,0.0
0.5318155086129814,0.09253013783527994,0.0
0.5209926383739832,0.09345862129946492,0.0
0.5101690470667001,0.09437945379291945,0.0
0.4993444585528313,0.09528696196896391,0.0
0.48850437736470737,0.09598746257779793,0.0
0.4776642961765834,0.09668796318663195,0.0
0.466822077053826,0.09734837704672025,0.0
0.45596898026417204,0.09780483223893273,0.0
0.445115883474518,0.09826128743114519,0.0
0.43426049142917617,0.09863936281725591,0.0
0.4233992820478083,0.09881878422674376,0.0
0.41253807266644044,0.0989982056362316,0.0
0.4016765994594966,0.09904268805097802,0.0
0.39081477152613503,0.09890573837356753,0.0
0.3799529435927735,0.09876878869615704,0.0
0.3690959164414514,0.09845030688853254,0.0
0.3582420326569105,0.09801296484873188,0.0
0.34738814887236963,0.09757562280893123,0.0
0.3365455993221802,0.09692198164823576,0.0
0.32570544973838805,0.09622254025032846,0.0
0.3148671034595974,0.09549927508082269,0.0
0.30404518054133367,0.09455903807918245,0.0
0.29322325762306983,0.09361880107754222,0.0
0.28241113062190437,0.09257823413178104,0.0
0.2716117197422525,0.09140742846022262,0.0
0.26081230886260065,0.0902366227886642,0.0
0.25003613699339566,0.08887095772462378,0.0
0.23926427378689258,0.0874691644700814,0.0
0.2285036378388946,0.08598797117427322,0.0
0.2177654229682701,0.08434821428363554,0.0
0.20702720809764558,0.08270845739299786,0.0
0.19632640031484688,0.08084142660094149,0.0
0.18562909690328552,0.07895310433260573,0.0
0.17496056845880525,0.07691247840972446,0.0
0.16431169244700236,0.07476783369477816,0.0
0.15368418203298184,0.07252345721900998,0.0
0.1430912945345743,0.07011746559097468,0.0
0.13251785805450417,0.06763085465175595,0.0
0.1219932577431373,0.06494183074816716,0.0
0.11149537421113738,0.062154447702324804,0.0
0.10105663818332422,0.05914931019969135,0.0
0.09066642049200989,0.05598545440478263,0.0
0.08033160565822633,0.0526403589473252,0.0
0.07009016409781658,0.04902309768815941,0.0
0.059909254672316496,0.045239383530081834,0.0
0.04985737089538226,0.04112141148026137,0.0
0.039972741565793404,0.036622343371264014,0.0
0.030294786100702173,0.03170131282209835,0.0
0.020936110197264532,0.026201220881778314,0.0
0.012122573527518783,0.019876439525091015,0.0
0.004319144235206439,0.012354809170467631,0.0
0.00037026723403684163,0.002435747417743675,0.0
0.0029876126185464187,-0.007726364106881666,0.0
0.01093061085960111,-0.014947086898477386,0.0
0.020651464078969357,-0.019744870828847037,0.0
0.03087699266161354,-0.023384147558371485,0.0
0.041322970523185704,-0.026348329058494904,0.0
0.05188339712076288,-0.02888244752142119,0.0
0.06251240447201234,-0.031121965358391145,0.0
0.07320317609220306,-0.03304692339248451,0.0
0.08391830311260559,-0.03482668101347908,0.0
0.09465205595907039,-0.03649539641734623,0.0
0.10541586677504584,-0.03795645870241747,0.0
0.11618567419470127,-0.03937217314316541,0.0
0.12697782403878502,-0.04060811934383124,0.0
0.13777400743565416,-0.041806008412875906,0.0
0.14858546758022764,-0.04285975924224597,0.0
0.1593991240138908,-0.04388913703030318,0.0
0.17022479913562727,-0.04478513894252856,0.0
0.1810504742573637,-0.04568114085475394,0.0
0.19188729664805945,-0.046430042405385556,0.0
0.20272436910732175,-0.04717564402877034,0.0
0.21356760030559824,-0.04782211214588115,0.0
0.224413626659249,-0.04842358833328124,0.0
0.2352616159781777,-0.04898512379764923,0.0
0.24611435207574056,-0.04945007590781867,0.0
0.2569670881733034,-0.04991502801798811,0.0
0.2678236968786582,-0.05027468959010799,0.0
0.27868126570085816,-0.05060824699039553,0.0
0.2895395704767451,-0.05091181886148028,0.0
0.3004004297594167,-0.05111131049063083,0.0
0.31126128904208833,-0.05131080211978138,0.0
0.3221231072859659,-0.05142897258798377,0.0
0.3329856506818485,-0.05148564922040695,0.0
0.3438481940777311,-0.05154232585283014,0.0
0.35471044479937597,-0.05146309208447066,0.0
0.36557264335257306,-0.05135963262855912,0.0
0.3764345702285621,-0.05124171941125135,0.0
0.3872929841810411,-0.05093691175927077,0.0
0.39815139813352024,-0.050632104107290195,0.0
0.40900762438053495,-0.050270597909884446,0.0
0.41985724152320103,-0.049737804210914234,0.0
0.4307068586658671,-0.04920501051194403,0.0
0.4415522818650352,-0.04859957700137931,0.0
0.45239112423515765,-0.04788016241733682,0.0
0.46322996660528015,-0.04716074783329433,0.0
0.474063381051936,-0.04636717720432155,0.0
0.4848914561617709,-0.04550066079716539,0.0
0.4957195312716058,-0.04463414439000923,0.0
0.5065414483392396,-0.043695655685408535,0.0
0.517359339614006,-0.042710115409504604,0.0
0.5281772308887727,-0.04172457513360065,0.0
0.5389889131896048,-0.040673966745939885,0.0
0.5497979663621758,-0.03959580591348968,0.0
0.5606070195347468,-0.03851764508103947,0.0
0.5714092777849216,-0.0373738561243806,0.0
0.5822099364496872,-0.03621461772123846,0.0
0.5930105951144529,-0.03505537931809633,0.0
0.60380826364299,-0.03386918106747604,0.0
0.61459569889436,-0.032593441120765024,0.0
0.6253686619892114,-0.03120106967196143,0.0
0.6361128033843926,-0.02960297648112497,0.0
0.6468099687195402,-0.027718571638180756,0.0
0.6574020187927415,-0.025318612299069815,0.0
0.667744109153725,-0.022018269306849695,0.0
0.6772855510692873,-0.016896621950918313,0.0
0.6843531119709254,-0.008778324860611147,0.0
0.6879449348994569,0.0014406721304574704,0.0
0.6905668321361725,0.011980953238204592,0.0
0.6944560307623302,0.022104348629797228,0.0
0.7004784837555593,0.03111020818674861,0.0
0.708423982458709,0.03848094371257339,0.0
0.717669800481563,0.044153386561839036,0.0
0.7276949989561396,0.048312061906903736,0.0
0.7381684217178628,0.051170343696205135,0.0
0.7488851891697754,0.05291092142461977,0.0
0.7597186588393475,0.05364569377319181,0.0
0.7679134,0.056256,0.0

"Flap coords (x,y,z)"
1.0,0.0003199,0.0
0.9916124706905491,0.0024267241252503573,0.0
0.9832250533847796,0.00453399408373643,0.0
0.9748379194782263,0.006642391693490244,0.0
0.966451189427061,0.008752395234276351,0.0
0.9580650046878235,0.010864564798959253,0.0
0.949679221525901,0.012978327796026172,0.0
0.9412940101526477,0.01509435854228427,0.0
0.9329084667763146,0.01720907296113106,0.0
0.9245227245874885,0.019322999127247414,0.0
0.9161347227071334,0.021427933022749923,0.0
0.9077458364772835,0.023529347716684225,0.0
0.8993533930450469,0.025616478032007978,0.0
0.8909587141959752,0.02769463175928495,0.0
0.8825623494396881,0.029765937980623925,0.0
0.8741624145890472,0.03182274385338788,0.0
0.8657624797384064,0.03387954972615184,0.0
0.8573599496448582,0.03592572235349351,0.0
0.8489569538120715,0.037969986751123466,0.0
0.8405521779375594,0.0400068652613247,0.0
0.8321404839670091,0.0420150386699364,0.0
0.823705635035721,0.04392027855484418,0.0
0.8152108591185228,0.045538743648970544,0.0
0.8066729799461735,0.04691177779116459,0.0
0.7980967693316512,0.04802171962038247,0.0
0.7894873156519322,0.048833585594426,0.0
0.7808542495576432,0.049330249646304086,0.0
0.7722082533494761,0.04946592372124951,0.0
0.7635661650327279,0.049181691358087205,0.0
0.7549546236255373,0.048404733191413356,0.0
0.7464210955891206,0.04701663676980217,0.0
0.7380332886323783,0.044925738493065456,0.0
0.7299047058893666,0.041990187941465036,0.0
0.7221937797178238,0.03809143984485181,0.0
0.7151329194210935,0.0331148797914029,0.0
0.7090158112809752,0.027020547548872193,0.0
0.7041915640971321,0.019864757068840364,0.0
0.7011202162752003,0.011807744169940824,0.0
0.7004628176483955,0.0032244811006032987,0.0
0.7029673549252327,-0.004981278699178379,0.0
0.7086018525062697,-0.011452456303006012,0.0
0.7162094008102672,-0.015484525007695947,0.0
0.7245845487101163,-0.01756982351965264,0.0
0.7331984056309427,-0.01824264284559684,0.0
0.7418372407886789,-0.017984907938454264,0.0
0.7504450665297812,-0.01715505978561039,0.0
0.7590446394889985,-0.01624034627180064,0.0
0.7676442124482158,-0.015325632757990901,0.0
0.7762536519055988,-0.014509181306796579,0.0
0.7848634101883851,-0.013695905089733094,0.0
0.7934731684711713,-0.012882628872669609,0.0
0.8020948482901341,-0.012208092194582212,0.0
0.8107171387711027,-0.01154066223193069,0.0
0.8193399389194658,-0.01088033912395538,0.0
0.8279692333778687,-0.010310573344511818,0.0
0.8365985278362715,-0.00974080756506826,0.0
0.8452284358586016,-0.00918056800257506,0.0
0.8538595225395488,-0.008638628338751658,0.0
0.8624906092204958,-0.008096688674928257,0.0
0.8711223466918288,-0.0075652464012496545,0.0
0.8797542796554055,-0.007036957459890477,0.0
0.8883867219163574,-0.006517179935837506,0.0
0.8970200596420602,-0.006012367488283325,0.0
0.9056535751534722,-0.005510668164818478,0.0
0.914288253509449,-0.005029330879669244,0.0
0.9229229866719896,-0.004548988499841612,0.0
0.9315582885846682,-0.004078970659609696,0.0
0.9401936043017216,-0.0036092067284292494,0.0
0.9488289646427399,-0.0031402635826048835,0.0
0.9574641981453137,-0.002668994658558657,0.0
0.9660993186802113,-0.002195657391534221,0.0
0.9747342985419758,-0.0017197596292279514,0.0
0.9833691882588899,-0.0012422293168201707,0.0
0.9920040198791299,-0.0007636494808419723,0.0
1.0,0.0003199,0.0
