
"Slat coords (x,y)"
0.19512780727067502,0.07934790664466379,0.0
0.18629094212553868,0.0759739487501343,0.0
0.1777509343398947,0.07190533776916049,0.0
0.16955915821866527,0.06717404818137025,0.0
0.16174984310358093,0.06183498000552612,0.0
0.1543599895253031,0.05592907617139923,0.0
0.14745427221468202,0.0494635441655377,0.0
0.14108637410165095,0.0424686661080261,0.0
0.13533240339861247,0.03496108434813671,0.0
0.1302998618040494,0.026952480859164088,0.0
0.1261240463374656,0.018466879687955944,0.0
0.122975582854795,0.009551060795746611,0.0
0.12106937314918356,0.0002920342528152874,0.0
0.12074852062981642,-0.00915090875017477,0.0
0.12234411247247046,-0.018454480681215676,0.0
0.12619851720504857,-0.027061605928543935,0.0
0.13234399098765595,-0.03421047721475804,0.0
0.14026403594586392,-0.03933169667650799,0.0
0.149188906245172,-0.04241726918144494,0.0
0.1585400472201902,-0.04379571297927796,0.0
0.16796969409611573,-0.04458542351047188,0.0
0.17739934097204124,-0.04537513404166581,0.0
0.18683527148449064,-0.046082457928351056,0.0
0.1962756118459719,-0.04673196296075577,0.0
0.20571595220745312,-0.047381467993160474,0.0
0.2151637690187504,-0.047910629123503176,0.0
0.22461190925523522,-0.04843458427372734,0.0
0.23406127033890253,-0.04893369867932916,0.0
0.24351525553642347,-0.04933872560779977,0.0
0.2529692407339444,-0.049743752536270384,0.0
0.2624246954333936,-0.05010882585802195,0.0
0.2718828904916143,-0.05039939283546371,0.0
0.28134108554983506,-0.05068995981290548,0.0
0.2908003985485473,-0.05093497767788478,0.0
0.30026145997745207,-0.051108757901789995,0.0
0.3097225214063569,-0.05128253812569521,0.0
0.31918408613482674,-0.05141363789007773,0.0
0.3286466146206308,-0.05146300977557806,0.0
0.338109143106435,-0.05151238166107838,0.0
0.34757160555503835,-0.05153108756627317,0.0
0.3570338336430796,-0.05144096244428195,0.0
0.3664960617311208,-0.05135083732229074,0.0
0.37595818418194676,-0.0512550920928364,0.0
0.3854171154461413,-0.05098956946296589,0.0
0.39487604671033594,-0.050724046833095386,0.0
0.4043349779745305,-0.05045852420322488,0.0
0.4137878457561019,-0.05003585489590571,0.0
0.42323911398408065,-0.04957173011685318,0.0
0.4326903822120594,-0.049107605337800654,0.0
0.44213687535865576,-0.04856077534058514,0.0
0.45157875751668713,-0.047934082240589294,0.0
0.4610206396747184,-0.047307389140593466,0.0
0.4704606763797176,-0.04665548354473287,0.0
0.479893179011843,-0.04590064778598785,0.0
0.48932568164396834,-0.045145812027242826,0.0
0.4987581842760937,-0.044390976268497806,0.0
0.5081829835441655,-0.04354610721818164,0.0
0.5176066148810592,-0.042687587938232616,0.0
0.527030246217953,-0.04182906865828359,0.0
0.5364497447507487,-0.04092723887940625,0.0
0.5458656770809976,-0.03998803640927339,0.0
0.5552816094112467,-0.039048833939140534,0.0
0.5646959645527654,-0.03809439833875736,0.0
0.5741045842982597,-0.03708456795080896,0.0
0.5835132040437542,-0.036074737562860566,0.0
0.5929218237892485,-0.03506490717491217,0.0
0.6023276041080958,-0.03402990452182679,0.0
0.61171847645518,-0.03286857731772835,0.0
0.6210856890581855,-0.0315304628719444,0.0
0.6304180107568701,-0.029968232959158975,0.0
0.6396875343719258,-0.028069781243125872,0.0
0.6488577425915087,-0.025743724080502108,0.0
0.6578396700370316,-0.02277889529246325,0.0
0.6664214646116495,-0.018816745506602398,0.0
0.6740978327637331,-0.01332622151504195,0.0
0.6799313126632179,-0.005924582383082543,0.0
0.6835839272705267,0.0027871247402080322,0.0
0.6862629145118511,0.011862124188226927,0.0
0.6893549027252013,0.020800213452882937,0.0
0.6937296520345209,0.029174861984686683,0.0
0.6996612037986056,0.036525391292871946,0.0
0.7069595750310453,0.04252335763670562,0.0
0.715215770452723,0.04712237981873296,0.0
0.7240816933748115,0.050405741929637024,0.0
0.7332937194066348,0.05254094303586487,0.0
0.7426865590139443,0.053649103719454694,0.0
0.7521424709628994,0.053882689449872435,0.0
0.7615875300605643,0.05334389629277865,0.0
0.7679134,0.056256,0.0

"Flap coords (x,y,z)"
1.0,0.0003199,0.0
0.991514770461734,0.0024512654969843554,0.0
0.9830296610539385,0.004583109168964235,0.0
0.9745448463605746,0.006716125474377636,0.0
0.9660604252701921,0.008850706942126208,0.0
0.9575765885255395,0.010987609479248968,0.0
0.9490931814305753,0.013126216597518373,0.0
0.940610296708101,0.015266895477358506,0.0
0.9321270305178095,0.0174060619117581,0.0
0.9236436087966705,0.019544611696702834,0.0
0.9151575611570781,0.021672711838837233,0.0
0.9066709587722227,0.023798604414380267,0.0
0.8981799894958815,0.02590696120630686,0.0
0.8896875270177127,0.028009321864775408,0.0
0.8811925215045169,0.03010135369417811,0.0
0.8726947418013637,0.03218211783219594,0.0
0.8641967798355489,0.034262133398002326,0.0
0.8556936117408923,0.03632076683681458,0.0
0.8471904436462356,0.03837940027562684,0.0
0.8386872755515791,0.04043803371443911,0.0
0.8301563381349264,0.042374475000541,0.0
0.8215657803653817,0.04402825378195603,0.0
0.8129312235273222,0.04543504498972869,0.0
0.8042563662295243,0.04656539068800135,0.0
0.7955503597729868,0.04742499792784483,0.0
0.7868172611622757,0.04793978621133341,0.0
0.7780713057694634,0.04811453949575106,0.0
0.7693262814142087,0.047901279640445486,0.0
0.7606034891455578,0.047241409064995285,0.0
0.7519352750432367,0.046065754961874816,0.0
0.7433693768545555,0.04429575458235147,0.0
0.7349737646127785,0.04184669629881648,0.0
0.7268412550884796,0.03863357511295117,0.0
0.7191216203078422,0.03453087036322151,0.0
0.7120033617282369,0.029459323868992672,0.0
0.7057685434948965,0.023338164474413968,0.0
0.7007720057564387,0.016176827683359447,0.0
0.6974732852027253,0.008100437538622765,0.0
0.6965621269618536,-0.0005609927736989454,0.0
0.6989125367990613,-0.008911334384474553,0.0
0.7047624116429367,-0.015291654159586058,0.0
0.7127478449032987,-0.01874500391104055,0.0
0.7214159377493434,-0.019798071829335923,0.0
0.730147663931936,-0.01938026804484259,0.0
0.7388457897894725,-0.018439818233402742,0.0
0.747543915647009,-0.017499368421962896,0.0
0.7562420415045455,-0.01655891861052304,0.0
0.764940167362082,-0.015618468799083195,0.0
0.7736461395674163,-0.014755486452735838,0.0
0.7823561867862865,-0.013932736960828536,0.0
0.7910662340051567,-0.013109987468921235,0.0
0.7997848452514363,-0.012386903758081033,0.0
0.808507570647131,-0.011711699379625214,0.0
0.8172302960428255,-0.011036495001169397,0.0
0.8259589033965531,-0.01044330925174786,0.0
0.8346887143540217,-0.0098669066769425,0.0
0.8434187631016091,-0.009294196040597178,0.0
0.8521503871579448,-0.008745943707994771,0.0
0.8608820112142803,-0.008197691375392363,0.0
0.8696141381948564,-0.007657551319925048,0.0
0.8783466183915647,-0.007123108717320844,0.0
0.8870793951657054,-0.006593622539812659,0.0
0.8958132964876122,-0.0060829298919526965,0.0
0.9045472038187192,-0.005572342468444204,0.0
0.9132824613869461,-0.005085398428419903,0.0
0.9220177189551731,-0.004598454388395604,0.0
0.9307535967797262,-0.004122769881459234,0.0
0.9394894942082669,-0.0036474434191047897,0.0
0.948225441705493,-0.003173037888898205,0.0
0.9569612749944598,-0.0026965381743677234,0.0
0.9656969877831063,-0.0022178309665400837,0.0
0.974432550369147,-0.001736389810482348,0.0
0.9831680251230627,-0.0012533579884677277,0.0
0.9919034392842977,-0.0007692313783979831,0.0
1.0,0.0003199,0.0
